COMID,REGIONID,WETTED_WIDTH_M
6745590,Region01,2.78
6744266,Region01,0
6744064,Region01,6.82
6746398,Region01,0
6744636,Region01,3.71
6743632,Region01,3.03
6745422,Region01,7.58
6744572,Region01,8.92
6745096,Region01,14.45
6746186,Region01,0
6746170,Region01,4.12
6744976,Region01,3.16
6744942,Region01,3.18
6745022,Region01,2.56
6745220,Region01,3.31
6745222,Region01,4.56
6745226,Region01,4.77
6747176,Region01,4
6745208,Region01,2.25
6745580,Region01,2.57
6744354,Region01,6.3
6744470,Region01,3.96
6745436,Region01,4.42
6745088,Region01,13.73
6745072,Region01,14.61
6744526,Region01,3.44
6745084,Region01,2.46
6745118,Region01,2.44
6745140,Region01,3.54
6745104,Region01,3.44
6745214,Region01,3.19
6745202,Region01,2.75
6745572,Region01,3.44
6745190,Region01,3.02
6744108,Region01,2.94
6744152,Region01,3.52
6744304,Region01,3.12
6746376,Region01,0
6745452,Region01,4.42
6745460,Region01,3.29
6743800,Region01,5.05
6743874,Region01,0
6746236,Region01,13.45
6745412,Region01,11.84
6744308,Region01,3.14
6744242,Region01,7.84
6746418,Region01,0
6746266,Region01,0
6745114,Region01,4.09
6745554,Region01,3.28
6746416,Region01,0
6745546,Region01,3.42
6746256,Region01,0
6745184,Region01,3.75
6744160,Region01,9.09
6743932,Region01,6.01
6744652,Region01,3.97
6744762,Region01,6.64
6743960,Region01,2.85
6743896,Region01,0
6743892,Region01,3.28
6743920,Region01,2.12
6744094,Region01,2.91
6745110,Region01,3.35
6745156,Region01,3.59
6745112,Region01,5.88
6746270,Region01,0
6745160,Region01,5.78
6745552,Region01,4.25
6746412,Region01,0
6745150,Region01,2.91
6745094,Region01,3.68
6745062,Region01,2.91
6745886,Region01,2.75
6744462,Region01,3.65
6746100,Region01,0
6743864,Region01,3.37
6743862,Region01,4.49
6745442,Region01,0
6744846,Region01,2.58
6743912,Region01,2.82
6745392,Region01,4.34
6744140,Region01,5.18
6746352,Region01,0
6745570,Region01,6.77
6745192,Region01,3.92
6747166,Region01,3.91
6745584,Region01,2.87
6746172,Region01,0
6745092,Region01,4.22
6745124,Region01,6.02
6745148,Region01,4.35
6745126,Region01,4.88
6744226,Region01,3.7
6744416,Region01,9.46
6744908,Region01,11.7
6744938,Region01,2.71
6745056,Region01,3.18
6744974,Region01,2.33
6743994,Region01,3.64
6744054,Region01,2.58
6744040,Region01,2.66
6745578,Region01,3.13
6745588,Region01,4.45
6747484,Region01,3.91
6745218,Region01,5.85
6745170,Region01,7.11
6745152,Region01,2.56
6745128,Region01,2.61
6746402,Region01,0
6744106,Region01,4.73
6744154,Region01,5.53
6744268,Region01,6.51
6744740,Region01,2.46
6744842,Region01,4.2
6744980,Region01,3.63
6744978,Region01,2.29
6744954,Region01,4.32
6744056,Region01,4.25
6744128,Region01,5.07
6744186,Region01,7.63
6745576,Region01,5.84
6746324,Region01,0
6745196,Region01,5.48
6745568,Region01,0
6745566,Region01,8.34
6745040,Region01,3.28
6745960,Region01,0
6744848,Region01,0
6745826,Region01,5.44
6744230,Region01,9.59
6744552,Region01,3.76
6744616,Region01,3.35
6746212,Region01,0
6746434,Region01,5.51
6745528,Region01,2.69
6745934,Region01,0
6744240,Region01,4.27
6744290,Region01,9.77
6744274,Region01,0
6745574,Region01,5.08
6745562,Region01,7.26
6745176,Region01,0
6746414,Region01,0
6744914,Region01,2.97
6744956,Region01,2.8
6745946,Region01,0
6746464,Region01,6.36
6744812,Region01,0
6744168,Region01,2.95
6744468,Region01,2.99
6745120,Region01,2.79
6746420,Region01,0
6746276,Region01,0
6745116,Region01,4.19
6744166,Region01,0
6744156,Region01,0
6744178,Region01,0
6746364,Region01,0
6745098,Region01,3.6
6745540,Region01,3.53
6745090,Region01,3.15
6746144,Region01,5.39
6744860,Region01,6.34
6745902,Region01,0
6745492,Region01,3.33
6745792,Region01,4.7
6744104,Region01,3.53
6744270,Region01,6.16
6744736,Region01,2.38
6745122,Region01,3.23
6745134,Region01,3.95
6746296,Region01,0
6745154,Region01,2.27
6744176,Region01,3.43
6744258,Region01,4.94
6744534,Region01,0
6744262,Region01,3.76
6745080,Region01,4.47
6746146,Region01,5.39
6745536,Region01,0
6746404,Region01,0
6745496,Region01,4.4
6746484,Region01,0
6744790,Region01,5.29
6744818,Region01,3.62
6744298,Region01,0
6745408,Region01,3.6
6744554,Region01,4.82
6746156,Region01,0
6745138,Region01,2.99
6745078,Region01,2.64
6744272,Region01,5.51
6744508,Region01,3.65
6745438,Region01,7.5
6745990,Region01,0
6745534,Region01,5.89
6745008,Region01,3.69
6745002,Region01,4.19
6745494,Region01,5.67
6745912,Region01,0
6744742,Region01,0
6745914,Region01,0
6744198,Region01,4.4
6744500,Region01,5.65
6744538,Region01,3.57
6745524,Region01,3.29
6745522,Region01,4.49
6745504,Region01,3.85
6744764,Region01,3.64
6744280,Region01,6.11
6744382,Region01,3.23
6745100,Region01,13.54
6744220,Region01,3.51
6746096,Region01,6.16
6745530,Region01,5.21
6746082,Region01,4.84
6745526,Region01,3.09
6744738,Region01,6.89
6745772,Region01,3.15
6744026,Region01,0
6744236,Region01,11.8
6744194,Region01,4.6
6745498,Region01,2.84
6745144,Region01,3.78
6746300,Region01,0
6742160,Region01,0
6744760,Region01,12.22
6740838,Region01,2.2
6742406,Region01,0
6740898,Region01,3.15
6740844,Region01,3.46
6740972,Region01,3.39
6740940,Region01,7.87
6743634,Region01,3.36
6742850,Region01,0
6741074,Region01,3.74
6744136,Region01,12.18
6745142,Region01,5.2
6741056,Region01,3.7
6746264,Region01,0
6745064,Region01,7.39
6745130,Region01,7.27
6745060,Region01,7.4
6740656,Region01,4.09
6740718,Region01,1.96
6745036,Region01,16.86
6745168,Region01,15.04
6740884,Region01,3.78
6740826,Region01,2.87
6740658,Region01,0
6740638,Region01,3.4
6742396,Region01,0
6740922,Region01,3.32
6741124,Region01,9.36
6742086,Region01,0
6740924,Region01,0
6741190,Region01,3.24
6746258,Region01,0
6742226,Region01,4.87
6740794,Region01,0
6740912,Region01,5.13
6740642,Region01,5.74
6742186,Region01,2.95
6740740,Region01,3.28
6744380,Region01,25.62
6741466,Region01,4.91
6740856,Region01,0
6740842,Region01,0
6742414,Region01,0
6740636,Region01,0
6741004,Region01,0
6740608,Region01,0
6741110,Region01,2.6
6741192,Region01,2.7
6742070,Region01,0
6740822,Region01,3.9
6740988,Region01,2.73
6742076,Region01,7.23
6741106,Region01,3.24
6740966,Region01,0
6740616,Region01,3.97
6742400,Region01,0
6740738,Region01,3.72
6741510,Region01,3.19
6740942,Region01,0
6741174,Region01,3.52
6741096,Region01,1.96
6741070,Region01,3.64
6742454,Region01,3.08
6742402,Region01,0
6741558,Region01,0
6742704,Region01,0
6742862,Region01,0
6741546,Region01,6.74
6740830,Region01,4.24
6741186,Region01,0
6741554,Region01,10.35
6740870,Region01,3.36
6743596,Region01,5.03
6741506,Region01,6.24
6740604,Region01,0
6745006,Region01,16.02
6744836,Region01,6.84
6741166,Region01,0
6743630,Region01,0
6741136,Region01,2.22
6741130,Region01,2.25
6743638,Region01,3.17
6740934,Region01,5.94
6742244,Region01,0
6740820,Region01,2.92
6743624,Region01,2.69
6741026,Region01,3.1
6741058,Region01,7.12
6740694,Region01,2.75
6741178,Region01,3.92
6742222,Region01,3.42
6740832,Region01,3.54
6740772,Region01,0
6740700,Region01,3.59
6740692,Region01,2.57
6741482,Region01,0
6745076,Region01,16.9
6741080,Region01,3.22
6741128,Region01,2.53
6741024,Region01,3.01
6740998,Region01,6.32
6742408,Region01,0
6741550,Region01,5.02
6743620,Region01,0
6741048,Region01,4.02
6740896,Region01,6.6
6742684,Region01,13.45
6742216,Region01,11.84
6740726,Region01,3.24
6740932,Region01,4.09
6741006,Region01,0
6740596,Region01,2.03
6744312,Region01,24.48
6741496,Region01,3.01
6741060,Region01,3.73
6741054,Region01,4.26
6741046,Region01,6
6742412,Region01,0
6743594,Region01,3.43
6741150,Region01,2.67
6741076,Region01,11.19
6741000,Region01,11.46
6741082,Region01,12.46
6741036,Region01,3.07
6741194,Region01,0
6740768,Region01,3.73
6742714,Region01,0
6742784,Region01,13.34
6740874,Region01,5.03
6740828,Region01,0
6740696,Region01,2.58
6742384,Region01,0
6740734,Region01,5.93
6740744,Region01,3.95
6744346,Region01,24.93
6741022,Region01,6.47
6742410,Region01,0
6740980,Region01,2.88
6740982,Region01,2.78
6740640,Region01,4.69
6740992,Region01,0
6741142,Region01,5.18
6742702,Region01,3.56
6742868,Region01,0
6740852,Region01,4.82
6742096,Region01,5.39
6741010,Region01,0
6743606,Region01,4.24
6740732,Region01,3.6
6740644,Region01,2.11
6744294,Region01,21.11
6740994,Region01,3.28
6740986,Region01,3.5
6740996,Region01,7.01
6741088,Region01,7.27
6740606,Region01,0
6741158,Region01,12.54
6741196,Region01,0
6741002,Region01,0
6742848,Region01,0
6744436,Region01,4.47
6742388,Region01,0
6741502,Region01,3.64
6741494,Region01,4.15
6740730,Region01,2.71
6740556,Region01,0
6740664,Region01,4.29
6742168,Region01,0
6740714,Region01,3.42
6743604,Region01,4.41
6741148,Region01,3.29
6740888,Region01,2.53
166174486,Region01,2.75
6740956,Region01,3.22
6742278,Region01,0
6741086,Region01,4.87
6741144,Region01,8.96
6743614,Region01,9.24
6740880,Region01,6.46
6743642,Region01,0
6741028,Region01,3.41
6741018,Region01,2.32
6742170,Region01,3.01
6740804,Region01,8.06
6740846,Region01,3.44
6741184,Region01,3.96
6740774,Region01,3.9
6744674,Region01,11.66
6740974,Region01,2.84
6741532,Region01,2.19
6741530,Region01,0
6742276,Region01,0
6743618,Region01,16.28
6741164,Region01,16.66
6741160,Region01,22.09
6742256,Region01,0
6741556,Region01,5.02
6742686,Region01,0
6741038,Region01,0
6741552,Region01,2.79
6741104,Region01,2.57
6743626,Region01,3.38
6742142,Region01,4.33
6741460,Region01,0
6740936,Region01,4.03
6740602,Region01,2.77
6740736,Region01,5.11
6745550,Region01,13.12
6744300,Region01,21.52
6741538,Region01,3.89
6742404,Region01,0
6740962,Region01,3.06
6740976,Region01,3.73
6741162,Region01,21.62
6742262,Region01,0
6741084,Region01,21.46
6741052,Region01,6.34
6741012,Region01,2.04
6741152,Region01,0
6741172,Region01,4.68
6742082,Region01,0
6740750,Region01,3.57
6740660,Region01,5.6
6740666,Region01,3.16
6742390,Region01,0
6746020,Region01,0
6740904,Region01,0
6741540,Region01,5.35
6741534,Region01,5
6746366,Region01,0
6744316,Region01,3.89
6746370,Region01,0
6745942,Region01,156.37
6745950,Region01,156.75
6745972,Region01,157.54
6745968,Region01,157.54
6746030,Region01,0
6744854,Region01,16.88
6746466,Region01,16.87
6744868,Region01,17.4
6745726,Region01,5.68
6745722,Region01,6.41
6743922,Region01,5.65
6743952,Region01,5.39
6745596,Region01,11.25
6745162,Region01,12.23
6744454,Region01,3.48
6745938,Region01,0
6745424,Region01,4.75
6744548,Region01,7.71
6745918,Region01,5.62
6746010,Region01,157.62
6746018,Region01,157.52
6746036,Region01,161.9
6746046,Region01,161.91
6746056,Region01,162.12
6746074,Region01,160
6746028,Region01,0
6745956,Region01,0
6746014,Region01,0
6745944,Region01,0
6744618,Region01,4.77
6744626,Region01,5.59
6744686,Region01,6.35
6745146,Region01,12.78
6745108,Region01,12.9
6744344,Region01,5.59
6744536,Region01,3.06
6746394,Region01,0
6746126,Region01,163.17
6746108,Region01,163.13
6746088,Region01,163.13
6746118,Region01,163.13
6745928,Region01,0
6745920,Region01,0
6744282,Region01,2.55
6744320,Region01,7.58
6744338,Region01,7.32
6744096,Region01,0
6744684,Region01,7
6744716,Region01,7.91
6745476,Region01,8.58
6744780,Region01,9.72
6744782,Region01,7.78
6745542,Region01,16.01
6744366,Region01,2.6
6744144,Region01,0
6744666,Region01,3.09
6744604,Region01,0
6746130,Region01,163.47
6746162,Region01,163.9
6746176,Region01,164.23
6746168,Region01,164
6744422,Region01,9.08
6744488,Region01,9.14
6744504,Region01,11.04
6744566,Region01,11.59
6744622,Region01,0
6743726,Region01,3.19
6743728,Region01,4.6
6745368,Region01,5.25
6745680,Region01,5.28
6744882,Region01,5.8
6745212,Region01,11.33
6744756,Region01,10.86
6746234,Region01,0
6745204,Region01,11.51
6744648,Region01,2.95
6746396,Region01,0
6744650,Region01,2.63
6744634,Region01,5.28
6746224,Region01,164.08
6746220,Region01,164.08
6746206,Region01,164.08
6746226,Region01,164.07
6746230,Region01,160.68
6745898,Region01,0
6746460,Region01,11.41
6744662,Region01,11.96
6743780,Region01,3.67
6743732,Region01,4.85
6745466,Region01,10.62
6745462,Region01,11.46
6744946,Region01,10.9
6745200,Region01,10.99
6744520,Region01,0
6744404,Region01,25.3
6744426,Region01,27.36
6744358,Region01,27.48
6746192,Region01,161.51
6746232,Region01,164.99
6746208,Region01,160.92
6743910,Region01,0
6745686,Region01,0
6745900,Region01,0
6745910,Region01,0
6745906,Region01,0
6742878,Region01,0
6742874,Region01,0
6742870,Region01,0
6745360,Region01,5.27
6743914,Region01,3.16
6743992,Region01,4.14
6744172,Region01,5.27
6745194,Region01,10.71
6745948,Region01,0
6746438,Region01,11.53
6744734,Region01,11.96
6744302,Region01,27.45
6744278,Region01,27.62
6744028,Region01,4.02
6744062,Region01,4.23
6744134,Region01,5.18
6745758,Region01,0
6742712,Region01,0
6742860,Region01,0
6742724,Region01,4.15
6743990,Region01,2.46
6744124,Region01,2.94
6744192,Region01,5.38
6745982,Region01,0
6744216,Region01,7.7
6744372,Region01,9.05
6745398,Region01,4.04
6744926,Region01,11.73
6747174,Region01,10.11
6744910,Region01,0
6746058,Region01,12.01
6745410,Region01,27.68
6745882,Region01,0
6745874,Region01,27.88
6746450,Region01,5.39
6744200,Region01,5.28
6744322,Region01,11.57
6744378,Region01,12.71
6742710,Region01,0
6742824,Region01,0
6742790,Region01,0
6742696,Region01,0
6745626,Region01,0
6744602,Region01,10.78
6746422,Region01,0
6744326,Region01,21.32
6744898,Region01,11.21
6752136,Region01,31.74
6743662,Region01,34.74
6743674,Region01,34.62
6743676,Region01,34.78
6745864,Region01,0
6744336,Region01,12.68
6744406,Region01,11.89
6745440,Region01,12.67
6744642,Region01,13.79
6742834,Region01,0
6742794,Region01,0
6742836,Region01,0
6742826,Region01,0
6745420,Region01,6.95
6744606,Region01,10.97
6744000,Region01,5.54
6744002,Region01,5.29
6746052,Region01,0
6744646,Region01,11.78
6744840,Region01,11.98
6745560,Region01,12.3
6743690,Region01,34.8
6743702,Region01,34.2
6744658,Region01,13.14
6745454,Region01,14.28
6744718,Region01,13.61
6744730,Region01,14.66
6742792,Region01,0
6742780,Region01,3.64
6744210,Region01,3.5
6744314,Region01,3.84
6742680,Region01,4.74
6744196,Region01,5.02
6745628,Region01,0
6744072,Region01,6.64
6745228,Region01,9.24
6744310,Region01,21.55
6745958,Region01,0
6745678,Region01,156.41
6761212,Region01,4.54
6761266,Region01,4.79
6762774,Region01,2.98
6763652,Region01,0
6762780,Region01,0
6761408,Region01,3.62
6761434,Region01,3.01
6761400,Region01,13
6765112,Region01,0
6765110,Region01,4.88
6763202,Region01,4.21
6763140,Region01,0
6763144,Region01,0
6763232,Region01,0
6761202,Region01,4.66
6762162,Region01,0
6762816,Region01,0
6762794,Region01,0
6762814,Region01,2.02
6761396,Region01,3.87
6761244,Region01,2.34
6762096,Region01,0
6762098,Region01,3.17
6762896,Region01,9.93
6761298,Region01,2.66
6765070,Region01,2.01
6765078,Region01,0
6765058,Region01,2.18
6765068,Region01,0
6763174,Region01,3.32
6763204,Region01,3.7
6763128,Region01,5.61
6763126,Region01,5.46
6761194,Region01,0
6761054,Region01,0
6762838,Region01,2.6
6762850,Region01,0
6763650,Region01,0
6762772,Region01,2.72
6763636,Region01,0
6762070,Region01,3.36
6761788,Region01,2.71
6763188,Region01,0
6763710,Region01,2.11
6763086,Region01,0
6763110,Region01,3.31
6762976,Region01,0
6762988,Region01,0
6763182,Region01,0
6763488,Region01,2.83
6761192,Region01,2.76
6761168,Region01,2.3
6762776,Region01,3.43
6762782,Region01,3.73
6762800,Region01,4.18
6762806,Region01,4.35
6761806,Region01,0
6761296,Region01,0
6763094,Region01,3.58
6762818,Region01,0
6762802,Region01,0
6763082,Region01,0
6762940,Region01,0
6762946,Region01,0
6763036,Region01,3.18
6762956,Region01,0
6762152,Region01,0
6762842,Region01,4.78
6762852,Region01,6.49
6762862,Region01,6.66
6762810,Region01,0
6761342,Region01,3.21
6761814,Region01,4.25
6762166,Region01,0
6761794,Region01,4.02
6761306,Region01,4.68
6763486,Region01,2.91
6762790,Region01,3.08
6762744,Region01,0
6762754,Region01,2.73
6763038,Region01,0
6763566,Region01,0
6763040,Region01,0
6763068,Region01,3.35
6761304,Region01,3.39
6761824,Region01,2.07
6762808,Region01,2.68
6762778,Region01,0
6762832,Region01,3.3
6762786,Region01,0
6762168,Region01,0
6762900,Region01,9.97
6761322,Region01,12.89
6761320,Region01,13.2
6760120,Region01,4.51
6760108,Region01,0
6761730,Region01,4.19
6760968,Region01,5.01
6763058,Region01,2.96
6763114,Region01,0
6763490,Region01,0
6762978,Region01,0
6762984,Region01,0
6761200,Region01,3.19
6761234,Region01,4.66
6762840,Region01,2.83
6762836,Region01,4.07
6761324,Region01,13.14
6761348,Region01,12.48
6761368,Region01,12.22
6761000,Region01,5.59
6761004,Region01,5.83
6761016,Region01,5.92
6763056,Region01,2.76
6763062,Region01,2.44
6763480,Region01,0
6762150,Region01,0
6761196,Region01,3.27
6763664,Region01,2.08
6762826,Region01,0
6762856,Region01,0
6763978,Region01,3.14
6763496,Region01,0
6765034,Region01,0
6763430,Region01,0
6763996,Region01,3.39
6765066,Region01,0
6765064,Region01,2.41
6765054,Region01,0
6763296,Region01,0
6762648,Region01,0
6763644,Region01,0
6763336,Region01,4.35
6763358,Region01,0
6761924,Region01,0
6761020,Region01,3.38
6763424,Region01,0
6765026,Region01,0
6763416,Region01,0
6763432,Region01,0
6763434,Region01,0
6765036,Region01,0
6763992,Region01,3.94
6763952,Region01,4.73
6761558,Region01,4.8
6761544,Region01,3.35
6761910,Region01,0
6760910,Region01,5.02
6763604,Region01,0
6760992,Region01,2.63
6765268,Region01,0
6765032,Region01,0
6763442,Region01,0
6763440,Region01,0
6763414,Region01,0
6761546,Region01,3.39
6761530,Region01,4.97
6763338,Region01,2.53
6761538,Region01,2.32
6763696,Region01,2.32
6761912,Region01,0
6760922,Region01,4.96
6763308,Region01,0
6765266,Region01,0
6765264,Region01,0
6763444,Region01,0
6763378,Region01,0
6763404,Region01,0
6763390,Region01,0
6763320,Region01,2.5
6763312,Region01,3.28
6763314,Region01,0
6763288,Region01,0
6760920,Region01,3.47
6761034,Region01,3.82
6760942,Region01,5.77
6763300,Region01,0
6763374,Region01,3.09
6765244,Region01,0
6763702,Region01,6.8
6763700,Region01,0
6763698,Region01,6.34
6763330,Region01,0
6763324,Region01,0
6763328,Region01,0
6763332,Region01,0
6763382,Region01,3.85
6763304,Region01,0
6763294,Region01,0
6763292,Region01,3.99
6763692,Region01,4.49
6760946,Region01,6.7
6761920,Region01,0
6763246,Region01,13.37
6763326,Region01,0
6762848,Region01,0
6762798,Region01,6
6762788,Region01,4.03
6762820,Region01,0
6763396,Region01,0
6763406,Region01,0
6761550,Region01,2.48
6761548,Region01,2.16
6761552,Region01,3.46
6763284,Region01,4.35
6763278,Region01,0
6763256,Region01,0
6763254,Region01,0
6761510,Region01,3.03
6761504,Region01,2.14
6760956,Region01,7.15
6760980,Region01,0
6763310,Region01,0
6761386,Region01,0
6761264,Region01,4.76
6762164,Region01,0
6763162,Region01,3.25
6763958,Region01,3.66
6763960,Region01,3.37
6761554,Region01,3.12
6763964,Region01,2.61
6761522,Region01,3.55
6763240,Region01,0
6762122,Region01,0
6761524,Region01,7.46
6760994,Region01,3.01
6762136,Region01,0
6763354,Region01,0
6761052,Region01,5.17
6761092,Region01,6.17
6761416,Region01,2.4
6761382,Region01,0
6764298,Region01,0
6764240,Region01,4.26
6764272,Region01,0
6764000,Region01,6.46
6761526,Region01,7.98
6762124,Region01,0
6761536,Region01,8.66
